Date,Time,Treatment,Tank,Position,PAR,Instrument,Measure-Type,Notes
5.24.19, 9:39,Ambient,1,1,348, PAR Sensor, Light Intensity (umol),
5.24.19, 9:39,High,1,2,348, PAR Sensor, Light Intensity (umol),
5.24.19, 9:40,High,1,3,361, PAR Sensor, Light Intensity (umol),
5.24.19, 9:40,Ambient,1,4,313, PAR Sensor, Light Intensity (umol),
5.24.19, 9:41,High,1,5,323, PAR Sensor, Light Intensity (umol),
5.24.19, 9:41,Ambient,1,6,334, PAR Sensor, Light Intensity (umol),
5.24.19, 9:41,Ambient,2,1,299, PAR Sensor, Light Intensity (umol),
5.24.19, 9:42,High,2,2,370, PAR Sensor, Light Intensity (umol),
5.24.19, 9:42,High,2,3,334, PAR Sensor, Light Intensity (umol),
5.24.19, 9:43,Ambient,2,4,357, PAR Sensor, Light Intensity (umol),
5.24.19, 9:43,High,2,5,342, PAR Sensor, Light Intensity (umol),
5.24.19, 9:44,Ambient,2,6,348, PAR Sensor, Light Intensity (umol),
5.24.19, 9:44,Ambient,3,1,340, PAR Sensor, Light Intensity (umol),
5.24.19, 9:45,High,3,2,382, PAR Sensor, Light Intensity (umol),
5.24.19, 9:45,High,3,3,322, PAR Sensor, Light Intensity (umol),
5.24.19, 9:46,Ambient,3,4,352, PAR Sensor, Light Intensity (umol),
5.24.19, 9:46,High,3,5,331, PAR Sensor, Light Intensity (umol),
5.24.19, 9:47,Ambient,3,6,315, PAR Sensor, Light Intensity (umol),
5.24.19, 9:47,Ambient,4,1,327, PAR Sensor, Light Intensity (umol),
5.24.19, 9:48,High,4,2,321, PAR Sensor, Light Intensity (umol),
5.24.19, 9:48,High,4,3,347, PAR Sensor, Light Intensity (umol),
5.24.19, 9:49,Ambient,4,4,342, PAR Sensor, Light Intensity (umol),
5.24.19, 9:49,High,4,5,356, PAR Sensor, Light Intensity (umol),
5.24.19, 9:50,Ambient,4,6,350, PAR Sensor, Light Intensity (umol),
5.24.19, 9:50,Ambient,5,1,371, PAR Sensor, Light Intensity (umol),
5.24.19, 9:51,High,5,2,337, PAR Sensor, Light Intensity (umol),
5.24.19, 9:51,High,5,3,376, PAR Sensor, Light Intensity (umol),
5.24.19, 9:52,Ambient,5,4,357, PAR Sensor, Light Intensity (umol),
5.24.19, 9:52,High,5,5,379, PAR Sensor, Light Intensity (umol),
5.24.19, 9:53,Ambient,5,6,309, PAR Sensor, Light Intensity (umol),
5.24.19, 9:53,Ambient,6,1,361, PAR Sensor, Light Intensity (umol),
5.24.19, 9:54,High,6,2,333, PAR Sensor, Light Intensity (umol),
5.24.19, 9:55,High,6,3,390, PAR Sensor, Light Intensity (umol),
5.24.19, 9:55,Ambient,6,4,341, PAR Sensor, Light Intensity (umol),
5.24.19, 9:56,High,6,5,371, PAR Sensor, Light Intensity (umol),
5.24.19, 9:56,Ambient,6,6,303, PAR Sensor, Light Intensity (umol),
5.25.19, 10:26,Ambient,1,1,338, PAR Sensor, Light Intensity (umol),
5.25.19, 10:27,High,1,2,355, PAR Sensor, Light Intensity (umol),
5.25.19, 10:27,High,1,3,345, PAR Sensor, Light Intensity (umol),
5.25.19, 10:28,Ambient,1,4,342, PAR Sensor, Light Intensity (umol),
5.25.19, 10:28,High,1,5,317, PAR Sensor, Light Intensity (umol),
5.25.19, 10:29,Ambient,1,6,322, PAR Sensor, Light Intensity (umol),
5.25.19, 10:29,Ambient,2,1,363, PAR Sensor, Light Intensity (umol),
5.25.19, 10:29,High,2,2,372, PAR Sensor, Light Intensity (umol),
5.25.19, 10:30,High,2,3,328, PAR Sensor, Light Intensity (umol),
5.25.19, 10:30,Ambient,2,4,355, PAR Sensor, Light Intensity (umol),
5.25.19, 10:31,High,2,5,348, PAR Sensor, Light Intensity (umol),
5.25.19, 10:31,Ambient,2,6,344, PAR Sensor, Light Intensity (umol),
5.25.19, 10:31,Ambient,3,1,333, PAR Sensor, Light Intensity (umol),
5.25.19, 10:32,High,3,2,386, PAR Sensor, Light Intensity (umol),
5.25.19, 10:32,High,3,3,326, PAR Sensor, Light Intensity (umol),
5.25.19, 10:32,Ambient,3,4,359, PAR Sensor, Light Intensity (umol),
5.25.19, 10:33,High,3,5,353, PAR Sensor, Light Intensity (umol),
5.25.19, 10:33,Ambient,3,6,347, PAR Sensor, Light Intensity (umol),
5.25.19, 10:33,Ambient,4,1,320, PAR Sensor, Light Intensity (umol),
5.25.19, 10:34,High,4,2,372, PAR Sensor, Light Intensity (umol),
5.25.19, 10:34,High,4,3,336, PAR Sensor, Light Intensity (umol),
5.25.19, 10:34,Ambient,4,4,358, PAR Sensor, Light Intensity (umol),
5.25.19, 10:35,High,4,5,338, PAR Sensor, Light Intensity (umol),
5.25.19, 10:35,Ambient,4,6,352, PAR Sensor, Light Intensity (umol),
5.25.19, 10:35,Ambient,5,1,382, PAR Sensor, Light Intensity (umol),
5.25.19, 10:36,High,5,2,378, PAR Sensor, Light Intensity (umol),
5.25.19, 10:36,High,5,3,369, PAR Sensor, Light Intensity (umol),
5.25.19, 10:37,Ambient,5,4,380, PAR Sensor, Light Intensity (umol),
5.25.19, 10:37,High,5,5,387, PAR Sensor, Light Intensity (umol),
5.25.19, 10:38,Ambient,5,6,339, PAR Sensor, Light Intensity (umol),
5.25.19, 10:38,Ambient,6,1,381, PAR Sensor, Light Intensity (umol),
5.25.19, 10:39,High,6,2,318, PAR Sensor, Light Intensity (umol),
5.25.19, 10:39,High,6,3,396, PAR Sensor, Light Intensity (umol),
5.25.19, 10:39,Ambient,6,4,351, PAR Sensor, Light Intensity (umol),
5.25.19, 10:40,High,6,5,351, PAR Sensor, Light Intensity (umol),
5.25.19, 10:40,Ambient,6,6,317, PAR Sensor, Light Intensity (umol),
5.26.19, 8:08,Ambient,1,1,346, PAR Sensor, Light Intensity (umol),
5.26.19, 8:08,High,1,2,349, PAR Sensor, Light Intensity (umol),
5.26.19, 8:09,High,1,3,367, PAR Sensor, Light Intensity (umol),
5.26.19, 8:10,Ambient,1,4,366, PAR Sensor, Light Intensity (umol),
5.26.19, 8:11,High,1,5,321, PAR Sensor, Light Intensity (umol),
5.26.19, 8:11,Ambient,1,6,327, PAR Sensor, Light Intensity (umol),
5.26.19, 8:11,Ambient,2,1,342, PAR Sensor, Light Intensity (umol),
5.26.19, 8:12,High,2,2,368, PAR Sensor, Light Intensity (umol),
5.26.19, 8:12,High,2,3,333, PAR Sensor, Light Intensity (umol),
5.26.19, 8:12,Ambient,2,4,362, PAR Sensor, Light Intensity (umol),
5.26.19, 8:13,High,2,5,347, PAR Sensor, Light Intensity (umol),
5.26.19, 8:13,Ambient,2,6,308, PAR Sensor, Light Intensity (umol),
5.26.19, 8:13,Ambient,3,1,334, PAR Sensor, Light Intensity (umol),
5.26.19, 8:14,High,3,2,378, PAR Sensor, Light Intensity (umol),
5.26.19, 8:14,High,3,3,366, PAR Sensor, Light Intensity (umol),
5.26.19, 8:15,Ambient,3,4,357, PAR Sensor, Light Intensity (umol),
5.26.19, 8:15,High,3,5,342, PAR Sensor, Light Intensity (umol),
5.26.19, 8:16,Ambient,3,6,341, PAR Sensor, Light Intensity (umol),
5.26.19, 8:16,Ambient,4,1,313, PAR Sensor, Light Intensity (umol),
5.26.19, 8:16,High,4,2,384, PAR Sensor, Light Intensity (umol),
5.26.19, 8:17,High,4,3,331, PAR Sensor, Light Intensity (umol),
5.26.19, 8:17,Ambient,4,4,379, PAR Sensor, Light Intensity (umol),
5.26.19, 8:18,High,4,5,334, PAR Sensor, Light Intensity (umol),
5.26.19, 8:18,Ambient,4,6,352, PAR Sensor, Light Intensity (umol),
5.26.19, 8:18,Ambient,5,1,376, PAR Sensor, Light Intensity (umol),
5.26.19, 8:19,High,5,2,353, PAR Sensor, Light Intensity (umol),
5.26.19, 8:19,High,5,3,371, PAR Sensor, Light Intensity (umol),
5.26.19, 8:20,Ambient,5,4,374, PAR Sensor, Light Intensity (umol),
5.26.19, 8:20,High,5,5,372, PAR Sensor, Light Intensity (umol),
5.26.19, 8:21,Ambient,5,6,352, PAR Sensor, Light Intensity (umol),
5.26.19, 8:21,Ambient,6,1,384, PAR Sensor, Light Intensity (umol),
5.26.19, 8:21,High,6,2,353, PAR Sensor, Light Intensity (umol),
5.26.19, 8:55,High,6,3,371, PAR Sensor, Light Intensity (umol),
5.26.19, 8:55,Ambient,6,4,374, PAR Sensor, Light Intensity (umol),
5.26.19, 8:56,High,6,5,372, PAR Sensor, Light Intensity (umol),
5.26.19, 8:56,Ambient,6,6,352, PAR Sensor, Light Intensity (umol),
5.27.19, 12:31,Ambient,1,1,355, PAR Sensor, Light Intensity (umol),
5.27.19, 12:31,High,1,2,352, PAR Sensor, Light Intensity (umol),
5.27.19, 12:32,High,1,3,347, PAR Sensor, Light Intensity (umol),
5.27.19, 12:33,Ambient,1,4,333, PAR Sensor, Light Intensity (umol),
5.27.19, 12:33,High,1,5,348, PAR Sensor, Light Intensity (umol),
5.27.19, 12:34,Ambient,1,6,348, PAR Sensor, Light Intensity (umol),
5.27.19, 12:34,Ambient,2,1,347, PAR Sensor, Light Intensity (umol),
5.27.19, 12:34,High,2,2,363, PAR Sensor, Light Intensity (umol),
5.27.19, 12:35,High,2,3,313, PAR Sensor, Light Intensity (umol),
5.27.19, 12:35,Ambient,2,4,358, PAR Sensor, Light Intensity (umol),
5.27.19, 12:36,High,2,5,333, PAR Sensor, Light Intensity (umol),
5.27.19, 12:36,Ambient,2,6,338, PAR Sensor, Light Intensity (umol),
5.27.19, 12:36,Ambient,3,1,352, PAR Sensor, Light Intensity (umol),
5.27.19, 12:37,High,3,2,362, PAR Sensor, Light Intensity (umol),
5.27.19, 12:37,High,3,3,336, PAR Sensor, Light Intensity (umol),
5.27.19, 12:38,Ambient,3,4,344, PAR Sensor, Light Intensity (umol),
5.27.19, 12:38,High,3,5,356, PAR Sensor, Light Intensity (umol),
5.27.19, 12:39,Ambient,3,6,346, PAR Sensor, Light Intensity (umol),
5.27.19, 12:39,Ambient,4,1,317, PAR Sensor, Light Intensity (umol),
5.27.19, 12:40,High,4,2,368, PAR Sensor, Light Intensity (umol),
5.27.19, 12:40,High,4,3,337, PAR Sensor, Light Intensity (umol),
5.27.19, 12:41,Ambient,4,4,375, PAR Sensor, Light Intensity (umol),
5.27.19, 12:41,High,4,5,346, PAR Sensor, Light Intensity (umol),
5.27.19, 12:42,Ambient,4,6,342, PAR Sensor, Light Intensity (umol),
5.27.19, 12:42,Ambient,5,1,355, PAR Sensor, Light Intensity (umol),
5.27.19, 12:42,High,5,2,346, PAR Sensor, Light Intensity (umol),
5.27.19, 12:43,High,5,3,372, PAR Sensor, Light Intensity (umol),
5.27.19, 12:43,Ambient,5,4,352, PAR Sensor, Light Intensity (umol),
5.27.19, 12:43,High,5,5,366, PAR Sensor, Light Intensity (umol),
5.27.19, 12:44,Ambient,5,6,357, PAR Sensor, Light Intensity (umol),
5.27.19, 12:44,Ambient,6,1,382, PAR Sensor, Light Intensity (umol),
5.27.19, 12:45,High,6,2,321, PAR Sensor, Light Intensity (umol),
5.27.19, 12:45,High,6,3,371, PAR Sensor, Light Intensity (umol),
5.27.19, 12:45,Ambient,6,4,352, PAR Sensor, Light Intensity (umol),
5.27.19, 12:46,High,6,5,313, PAR Sensor, Light Intensity (umol),
5.27.19, 12:46,Ambient,6,6,327, PAR Sensor, Light Intensity (umol),

5.28.19, 10:41,Ambient,1,1,322, PAR Sensor, Light Intensity (umol),
5.28.19, 10:41,High,1,2,327, PAR Sensor, Light Intensity (umol),
5.28.19, 10:42,High,1,3,366, PAR Sensor, Light Intensity (umol),
5.28.19, 10:43,Ambient,1,4,344, PAR Sensor, Light Intensity (umol),
5.28.19, 10:43,High,1,5,341, PAR Sensor, Light Intensity (umol),
5.28.19, 10:44,Ambient,1,6,363, PAR Sensor, Light Intensity (umol),
5.28.19, 10:44,Ambient,2,1,326, PAR Sensor, Light Intensity (umol),
5.28.19, 10:44,High,2,2,368, PAR Sensor, Light Intensity (umol),
5.28.19, 10:45,High,2,3,343, PAR Sensor, Light Intensity (umol),
5.28.19, 10:45,Ambient,2,4,349, PAR Sensor, Light Intensity (umol),
5.28.19, 10:46,High,2,5,331, PAR Sensor, Light Intensity (umol),
5.28.19, 10:46,Ambient,2,6,316, PAR Sensor, Light Intensity (umol),
5.28.19, 10:46,Ambient,3,1,342, PAR Sensor, Light Intensity (umol),
5.28.19, 10:4,High,3,2,368, PAR Sensor, Light Intensity (umol),
5.28.19, 10:47,High,3,3,327, PAR Sensor, Light Intensity (umol),
5.28.19, 10:48,Ambient,3,4,358, PAR Sensor, Light Intensity (umol),
5.28.19, 10:48,High,3,5,352, PAR Sensor, Light Intensity (umol),
5.28.19, 10:49,Ambient,3,6,349, PAR Sensor, Light Intensity (umol),
5.28.19, 10:49,Ambient,4,1,338, PAR Sensor, Light Intensity (umol),
5.28.19, 10:50,High,4,2,362, PAR Sensor, Light Intensity (umol),
5.28.19, 10:50,High,4,3,357, PAR Sensor, Light Intensity (umol),
5.28.19, 10:51,Ambient,4,4,371, PAR Sensor, Light Intensity (umol),
5.28.19, 10:51,High,4,5,360, PAR Sensor, Light Intensity (umol),
5.28.19, 10:52,Ambient,4,6,344, PAR Sensor, Light Intensity (umol),
5.28.19, 10:52,Ambient,5,1,363, PAR Sensor, Light Intensity (umol),
5.28.19, 10:52,High,5,2,368, PAR Sensor, Light Intensity (umol),
5.28.19, 10:53,High,5,3,384, PAR Sensor, Light Intensity (umol),
5.28.19, 10:53,Ambient,5,4,342, PAR Sensor, Light Intensity (umol),
5.28.19, 10:53,High,5,5,372, PAR Sensor, Light Intensity (umol),
5.28.19, 10:54,Ambient,5,6,352, PAR Sensor, Light Intensity (umol),
5.28.19, 10:54,Ambient,6,1,376, PAR Sensor, Light Intensity (umol),
5.28.19, 10:55,High,6,2,317, PAR Sensor, Light Intensity (umol),
5.28.19, 10:55,High,6,3,383, PAR Sensor, Light Intensity (umol),
5.28.19, 10:55,Ambient,6,4,342, PAR Sensor, Light Intensity (umol),
5.28.19, 10:56,High,6,5,362, PAR Sensor, Light Intensity (umol),
5.28.19, 10:56,Ambient,6,6,336, PAR Sensor, Light Intensity (umol),
5.29.19, 11:32,Ambient,1,1,362, PAR Sensor, Light Intensity (umol),
5.29.19, 11:33,Ambient,2,1,367, PAR Sensor, Light Intensity (umol),
5.29.19, 11:34,Ambient,3,1,365, PAR Sensor, Light Intensity (umol),
5.29.19, 11:35,Ambient,4,1,370, PAR Sensor, Light Intensity (umol),
5.29.19, 11:36,Ambient,5,1,383, PAR Sensor, Light Intensity (umol),
5.29.19, 11:37,Ambient,6,1,364, PAR Sensor, Light Intensity (umol),
5.30.19, 11:32,Ambient,1,1,358, PAR Sensor, Light Intensity (umol),
5.30.19, 11:33,Ambient,1,2,353, PAR Sensor, Light Intensity (umol),
5.30.19, 11:34,Ambient,2,1,352, PAR Sensor, Light Intensity (umol),
5.30.19, 11:35,Ambient,2,2,363, PAR Sensor, Light Intensity (umol),
5.30.19, 11:36,Ambient,3,1,332, PAR Sensor, Light Intensity (umol),
5.30.19, 11:37,Ambient,3,2,350, PAR Sensor, Light Intensity (umol),
5.30.19, 11:32,Ambient,4,1,367, PAR Sensor, Light Intensity (umol),
5.30.19, 11:33,Ambient,4,2,375, PAR Sensor, Light Intensity (umol),
5.30.19, 11:34,Ambient,5,1,363, PAR Sensor, Light Intensity (umol),
5.30.19, 11:35,Ambient,5,2,345, PAR Sensor, Light Intensity (umol),
5.30.19, 11:36,Ambient,6,1,371, PAR Sensor, Light Intensity (umol),
5.30.19, 11:37,Ambient,6,2,332, PAR Sensor, Light Intensity (umol),
5.31.19, 15:03,Ambient,1,1,330, PAR Sensor, Light Intensity (umol),
5.31.19, 15:03,Ambient,1,2,357, PAR Sensor, Light Intensity (umol),
5.31.19, 15:04,Ambient,2,1,348, PAR Sensor, Light Intensity (umol),
5.31.19, 15:04,Ambient,2,2,368, PAR Sensor, Light Intensity (umol),
5.31.19, 15:05,Ambient,3,1,362, PAR Sensor, Light Intensity (umol),
5.31.19, 15:05,Ambient,3,2,377, PAR Sensor, Light Intensity (umol),
5.31.19, 15:06,Ambient,4,1,360, PAR Sensor, Light Intensity (umol),
5.31.19, 15:06,Ambient,4,2,368, PAR Sensor, Light Intensity (umol),
5.31.19, 15:07,Ambient,5,1,371, PAR Sensor, Light Intensity (umol),
5.31.19, 15:07,Ambient,5,2,349, PAR Sensor, Light Intensity (umol),
5.31.19, 15:08,Ambient,6,1,382, PAR Sensor, Light Intensity (umol),
5.31.19, 15:08,Ambient,6,2,345, PAR Sensor, Light Intensity (umol),
6.01.19, 9:49,Ambient,1,1,355, PAR Sensor, Light Intensity (umol),
6.01.19, 9:49,Ambient,1,2,345, PAR Sensor, Light Intensity (umol),
6.01.19, 9:50,Ambient,2,1,357, PAR Sensor, Light Intensity (umol),
6.01.19, 9:50,Ambient,2,2,362, PAR Sensor, Light Intensity (umol),
6.01.19, 9:51,Ambient,3,1,367, PAR Sensor, Light Intensity (umol),
6.01.19, 9:51,Ambient,3,2,354, PAR Sensor, Light Intensity (umol),
6.01.19, 9:52,Ambient,4,1,366, PAR Sensor, Light Intensity (umol),
6.01.19, 9:53,Ambient,4,2,362, PAR Sensor, Light Intensity (umol),
6.01.19, 9:53,Ambient,5,1,357, PAR Sensor, Light Intensity (umol),
6.01.19, 9:54,Ambient,5,2,352, PAR Sensor, Light Intensity (umol),
6.01.19, 9:55,Ambient,6,1,382, PAR Sensor, Light Intensity (umol),
6.01.19, 9:55,Ambient,6,2,355, PAR Sensor, Light Intensity (umol),
6.02.19, 15:12,Ambient,1,1,348, PAR Sensor, Light Intensity (umol),
6.02.19, 15:12,Ambient,1,2,346, PAR Sensor, Light Intensity (umol),
6.02.19, 15:13,Ambient,2,1,354, PAR Sensor, Light Intensity (umol),
6.02.19, 15:13,Ambient,2,2,338, PAR Sensor, Light Intensity (umol),
6.02.19, 15:14,Ambient,3,1,348, PAR Sensor, Light Intensity (umol),
6.02.19, 15:14,Ambient,3,2,364, PAR Sensor, Light Intensity (umol),
6.02.19, 15:15,Ambient,4,1,357, PAR Sensor, Light Intensity (umol),
6.02.19, 15:15,Ambient,4,2,373, PAR Sensor, Light Intensity (umol),
6.02.19, 15:16,Ambient,5,1,361, PAR Sensor, Light Intensity (umol),
6.02.19, 15:16,Ambient,5,2,354, PAR Sensor, Light Intensity (umol),
6.02.19, 15:17,Ambient,6,1,371, PAR Sensor, Light Intensity (umol),
6.02.19, 15:17,Ambient,6,2,348, PAR Sensor, Light Intensity (umol),
6.03.19, 9:17,Ambient,1,1,360, PAR Sensor, Light Intensity (umol),
6.03.19, 9:17,Ambient,1,2,368, PAR Sensor, Light Intensity (umol),
6.03.19, 9:18,Ambient,2,1,330, PAR Sensor, Light Intensity (umol),
6.03.19, 9:18,Ambient,2,2,337, PAR Sensor, Light Intensity (umol),
6.03.19, 9:18,Ambient,3,1,348, PAR Sensor, Light Intensity (umol),
6.03.19, 9:18,Ambient,3,2,336, PAR Sensor, Light Intensity (umol),
6.03.19, 9:19,Ambient,4,1,361, PAR Sensor, Light Intensity (umol),
6.03.19, 9:19,Ambient,4,2,377, PAR Sensor, Light Intensity (umol),
6.03.19, 9:20,Ambient,5,1,371, PAR Sensor, Light Intensity (umol),
6.03.19, 9:20,Ambient,5,2,352, PAR Sensor, Light Intensity (umol),
6.03.19, 9:21,Ambient,6,1,388, PAR Sensor, Light Intensity (umol),
6.03.19, 9:21,Ambient,6,2,338, PAR Sensor, Light Intensity (umol),
